"sex" "f_inb" "animal.id" "id" "year" "animal" "y"
"121" 1 0 121 121 3 121 12.9629137727794
"122" 2 0 122 122 3 122 12.6086887529808
"123" 1 0 123 123 3 123 10.6871394709864
"124" 2 0 124 124 3 124 13.3390659944738
"125" 1 0.125 125 125 3 125 7.52504309337603
"126" 2 0 126 126 3 126 14.0624190647345
"127" 2 0 127 127 3 127 14.1606379209294
"128" 2 0 128 128 3 128 14.8655990852497
"129" 2 0 129 129 3 129 15.3052636847674
"130" 2 0 130 130 3 130 12.1894186276071
"131" 2 0 131 131 3 131 13.4289870073907
"132" 2 0 132 132 3 132 13.6152231330818
"133" 2 0 133 133 3 133 12.8839585234775
"134" 2 0 134 134 3 134 14.1646561526477
"135" 2 0.125 135 135 3 135 13.7036030893953
"136" 2 0 136 136 3 136 15.1610764566777
"137" 2 0 137 137 3 137 14.6479372640865
"138" 2 0 138 138 3 138 15.0805283699251
"139" 2 0 139 139 3 139 14.1217289565334
"140" 2 0 140 140 3 140 11.3760339653186
"141" 2 0 141 141 3 141 14.3599780577945
"142" 2 0 142 142 3 142 15.101813145489
"143" 2 0 143 143 3 143 13.79298502222
"144" 2 0 144 144 3 144 14.0040868502573
"145" 2 0 145 145 3 145 12.8427574231731
"146" 1 0 146 146 3 146 12.4503814010666
"147" 2 0 147 147 3 147 13.2106896231311
"148" 1 0 148 148 3 148 11.0496983326611
"149" 2 0 149 149 3 149 12.9268677397485
"150" 1 0 150 150 3 150 10.7823976768627
"151" 1 0 151 151 4 151 10.4033639111219
"152" 1 0.03125 152 152 4 152 12.0442550940109
"153" 1 0.03125 153 153 4 153 10.4572113619928
"154" 1 0.15625 154 154 4 154 8.32197834359152
"155" 1 0 155 155 4 155 11.399178464842
"156" 1 0.15625 156 156 4 156 6.80027611388448
"157" 1 0.03125 157 157 4 157 12.7885061209128
"158" 1 0 158 158 4 158 12.4002722638888
"159" 1 0.125 159 159 4 159 9.48273693149048
"160" 1 0 160 160 4 160 12.7054964645533
"161" 1 0.125 161 161 4 161 8.34763933052166
"162" 1 0.125 162 162 4 162 7.0340300069606
"163" 1 0 163 163 4 163 12.3270902915449
"164" 1 0 164 164 4 164 12.4420290091861
"165" 1 0 165 165 4 165 14.0161332158706
"166" 1 0.03125 166 166 4 166 10.1039622734574
"167" 1 0 167 167 4 167 12.1841814227786
"168" 1 0 168 168 4 168 11.3498230721057
"169" 1 0 169 169 4 169 11.0722121597879
"170" 1 0.15625 170 170 4 170 8.10083427352101
"171" 1 0 171 171 4 171 11.1842978806429
"172" 2 0 172 172 4 172 13.9757314529534
"173" 2 0 173 173 4 173 13.1858672523516
"174" 2 0.15625 174 174 4 174 12.3491396711146
"175" 1 0.15625 175 175 4 175 4.62886008614403
"176" 2 0.03125 176 176 4 176 13.7535397265599
"177" 2 0.03125 177 177 4 177 12.4181700904135
"178" 2 0.03125 178 178 4 178 13.4986381414056
"179" 2 0 179 179 4 179 13.3003275930851
"180" 2 0 180 180 4 180 14.7651177739145
"181" 2 0.03125 181 181 4 181 13.689711092385
"182" 2 0.03125 182 182 4 182 11.9114705444986
"183" 2 0.03125 183 183 4 183 12.3432869407231
"184" 2 0 184 184 4 184 11.8497150699877
"185" 2 0.03125 185 185 4 185 12.3963628737984
"186" 2 0 186 186 4 186 14.0937906888756
"187" 1 0 187 187 4 187 11.8233442989566
"188" 2 0 188 188 4 188 15.7157227269595
"189" 2 0 189 189 4 189 15.9860574023656
"190" 2 0 190 190 4 190 14.5432861243108
"191" 2 0.03125 191 191 4 191 11.7741423974447
"192" 2 0 192 192 4 192 14.9409218445819
"193" 2 0 193 193 4 193 13.7219150730969
"194" 2 0 194 194 4 194 14.0927298440484
"195" 2 0 195 195 4 195 14.4763119724872
"196" 2 0 196 196 4 196 15.9064695640625
"197" 1 0.15625 197 197 4 197 8.3022413091737
"198" 2 0 198 198 4 198 15.4504325071419
"199" 2 0 199 199 4 199 13.3001103183023
"200" 2 0.03125 200 200 4 200 12.3825948737741
"201" 1 0.03125 201 201 5 201 11.1021204224994
"202" 1 0.0390625 202 202 5 202 12.0279236930029
"203" 1 0.03125 203 203 5 203 12.3526603641835
"204" 1 0 204 204 5 204 12.6688063860376
"205" 1 0.0078125 205 205 5 205 11.8729911261151
"206" 1 0.046875 206 206 5 206 10.8528660692317
"207" 1 0.015625 207 207 5 207 10.936340255912
"208" 1 0.0234375 208 208 5 208 12.807084033915
"209" 1 0.015625 209 209 5 209 9.57399381890468
"210" 1 0.03125 210 210 5 210 9.61215063333606
"211" 1 0.0234375 211 211 5 211 11.9282315039263
"212" 1 0.140625 212 212 5 212 10.7765662531711
"213" 1 0.078125 213 213 5 213 11.2727891056529
"214" 1 0.03125 214 214 5 214 9.01225080040712
"215" 1 0.0234375 215 215 5 215 10.346348406016
"216" 1 0.0078125 216 216 5 216 13.2691832991265
"217" 1 0.0078125 217 217 5 217 13.5794111505071
"218" 1 0.0234375 218 218 5 218 9.0364396889409
"219" 1 0.125 219 219 5 219 9.81501090660796
"220" 1 0.03125 220 220 5 220 12.6101329533954
"221" 1 0.0078125 221 221 5 221 12.6009360038598
"222" 1 0.03125 222 222 5 222 12.2907066100178
"223" 2 0.015625 223 223 5 223 11.6724118506813
"224" 2 0.03125 224 224 5 224 11.3414396316373
"225" 1 0.046875 225 225 5 225 10.3457724591317
"226" 2 0 226 226 5 226 12.5733285611271
"227" 2 0.046875 227 227 5 227 12.4415100920999
"228" 2 0 228 228 5 228 13.3951254588969
"229" 2 0.0546875 229 229 5 229 12.7458941752028
"230" 2 0.03125 230 230 5 230 12.7925684412028
"231" 2 0 231 231 5 231 13.9909499705542
"232" 2 0.0703125 232 232 5 232 12.0991000981963
"233" 2 0.0078125 233 233 5 233 12.4087339150693
"234" 2 0.0078125 234 234 5 234 13.9264603150356
"235" 2 0.1328125 235 235 5 235 11.2405124296945
"236" 2 0.0078125 236 236 5 236 15.0961204864971
"237" 2 0.03125 237 237 5 237 12.454631829255
"238" 2 0.0390625 238 238 5 238 13.4528662115395
"239" 2 0.0234375 239 239 5 239 12.7059242477409
"240" 2 0.03125 240 240 5 240 13.0752419117826
"241" 2 0.046875 241 241 5 241 11.6057171561062
"242" 2 0.015625 242 242 5 242 12.8328986009428
"243" 2 0.0078125 243 243 5 243 14.85670522478
"244" 2 0 244 244 5 244 13.6195942100698
"245" 2 0.09375 245 245 5 245 13.3103279274018
"246" 2 0.03125 246 246 5 246 14.1642347265033
"247" 1 0.1953125 247 247 5 247 7.65167003457389
"248" 1 0 248 248 5 248 12.287558628466
"249" 1 0 249 249 5 249 12.5700458145167
"250" 2 0.046875 250 250 5 250 12.2061230257837
"251" 1 0.04296875 251 251 6 251 9.73164078190609
"252" 1 0.02734375 252 252 6 252 10.169643336474
"253" 1 0.009765625 253 253 6 253 10.9415441198137
"254" 1 0.029296875 254 254 6 254 11.6494523413592
"255" 1 0.064453125 255 255 6 255 11.6147104311824
"256" 1 0.01171875 256 256 6 256 12.8065410786011
"257" 1 0.017578125 257 257 6 257 10.2211004322221
"258" 1 0.00390625 258 258 6 258 11.9869705377483
"259" 1 0.05859375 259 259 6 259 11.5313129327757
"260" 1 0.16796875 260 260 6 260 9.53316743878533
"261" 1 0.05078125 261 261 6 261 10.1153810302475
"262" 1 0.060546875 262 262 6 262 9.45631790371702
"263" 1 0.052734375 263 263 6 263 11.067542270015
"264" 1 0.025390625 264 264 6 264 11.335871117626
"265" 1 0.044921875 265 265 6 265 12.0781876295484
"266" 1 0.0078125 266 266 6 266 13.2697661311439
"267" 1 0.044921875 267 267 6 267 11.2319818807569
"268" 1 0.173828125 268 268 6 268 8.04059100446596
"269" 1 0.189453125 269 269 6 269 10.4072661367447
"270" 1 0.1328125 270 270 6 270 10.2879223052233
"271" 2 0.068359375 271 271 6 271 12.8430703894111
"272" 1 0.015625 272 272 6 272 14.8630385474537
"273" 2 0.0390625 273 273 6 273 13.147985955207
"274" 2 0.017578125 274 274 6 274 13.4176506230895
"275" 2 0.009765625 275 275 6 275 15.1418856796378
"276" 2 0.037109375 276 276 6 276 12.3832915595417
"277" 2 0.01953125 277 277 6 277 12.6977579092028
"278" 2 0.150390625 278 278 6 278 11.2540163937438
"279" 2 0.025390625 279 279 6 279 13.1943860403187
"280" 2 0.0625 280 280 6 280 11.3557474368698
"281" 2 0.009765625 281 281 6 281 14.7415851450727
"282" 2 0.0390625 282 282 6 282 11.729333829376
"283" 2 0.0703125 283 283 6 283 11.6994069771768
"284" 2 0.01953125 284 284 6 284 14.2350024087909
"285" 2 0.02734375 285 285 6 285 14.0357077764262
"286" 2 0.03125 286 286 6 286 13.6529732162082
"287" 1 0.033203125 287 287 6 287 9.59387080277584
"288" 2 0.0625 288 288 6 288 12.3799504025825
"289" 2 0.044921875 289 289 6 289 11.6263339986349
"290" 2 0.0546875 290 290 6 290 13.3492836316526
"291" 2 0.0234375 291 291 6 291 11.5111358047028
"292" 2 0.04296875 292 292 6 292 14.3405182719959
"293" 2 0.046875 293 293 6 293 14.6083799033689
"294" 2 0.03515625 294 294 6 294 13.9818177813954
"295" 1 0.04296875 295 295 6 295 12.2145621749417
"296" 2 0.068359375 296 296 6 296 14.7883119984954
"297" 1 0.04296875 297 297 6 297 11.6317094608893
"298" 2 0.0703125 298 298 6 298 11.9088613783904
"299" 2 0.041015625 299 299 6 299 14.0619547074195
"300" 2 0.0625 300 300 6 300 13.7426263844928
"301" 1 0.04345703125 301 301 7 301 12.1319416487422
"302" 1 0.0673828125 302 302 7 302 11.3905824841439
"303" 1 0.03515625 303 303 7 303 12.6652897031605
"304" 1 0.04296875 304 304 7 304 10.7595625115023
"305" 1 0.03076171875 305 305 7 305 10.9190009092913
"306" 1 0.02978515625 306 306 7 306 11.1137444909685
"307" 1 0.02587890625 307 307 7 307 11.1830892886345
"308" 1 0.0361328125 308 308 7 308 11.8054241949849
"309" 1 0.03515625 309 309 7 309 10.0255849876541
"310" 1 0.03271484375 310 310 7 310 11.4670174908536
"311" 1 0.06298828125 311 311 7 311 10.5465933930393
"312" 1 0.15087890625 312 312 7 312 8.78679819316875
"313" 1 0.07470703125 313 313 7 313 8.80532398022856
"314" 1 0.087890625 314 314 7 314 9.06675222813733
"315" 1 0.02587890625 315 315 7 315 12.824485843549
"316" 1 0.07861328125 316 316 7 316 10.1361649207464
"317" 1 0.0673828125 317 317 7 317 11.2880206853674
"318" 1 0.02099609375 318 318 7 318 13.2610699453003
"319" 1 0.029296875 319 319 7 319 11.1978232278974
"320" 1 0.0673828125 320 320 7 320 11.0236968497123
"321" 2 0.0283203125 321 321 7 321 12.9557667034492
"322" 1 0.04345703125 322 322 7 322 9.62124080350472
"323" 1 0.03271484375 323 323 7 323 11.3334558162957
"324" 1 0.02587890625 324 324 7 324 12.600744291657
"325" 1 0.03759765625 325 325 7 325 12.7289287990129
"326" 2 0.0419921875 326 326 7 326 13.9363440393079
"327" 1 0.015625 327 327 7 327 13.7069654521025
"328" 2 0.06494140625 328 328 7 328 14.5195677819375
"329" 2 0.15673828125 329 329 7 329 9.90054371746158
"330" 1 0.02587890625 330 330 7 330 11.8786543993244
"331" 2 0.0283203125 331 331 7 331 12.8907523763489
"332" 2 0.03271484375 332 332 7 332 13.0580725542795
"333" 2 0.02685546875 333 333 7 333 13.8414735265482
"334" 2 0.02294921875 334 334 7 334 13.3681878287845
"335" 2 0.02587890625 335 335 7 335 13.171725863593
"336" 2 0.06689453125 336 336 7 336 12.0630082322877
"337" 2 0.04833984375 337 337 7 337 13.4101702290515
"338" 2 0.0537109375 338 338 7 338 13.0980238995258
"339" 2 0.15087890625 339 339 7 339 13.7349936165325
"340" 2 0.08837890625 340 340 7 340 12.0258241964945
"341" 2 0.072265625 341 341 7 341 13.9086845947166
"342" 2 0.03173828125 342 342 7 342 12.7425065078331
"343" 2 0.04248046875 343 343 7 343 12.9829826659879
"344" 2 0.03173828125 344 344 7 344 13.5758389215888
"345" 2 0.07470703125 345 345 7 345 12.8547718387212
"346" 2 0.06787109375 346 346 7 346 12.1834673781373
"347" 1 0.064453125 347 347 7 347 9.30147366002905
"348" 1 0.06640625 348 348 7 348 10.5083058986445
"349" 2 0.02099609375 349 349 7 349 14.7478297931072
"350" 2 0.03955078125 350 350 7 350 12.6296286809472
"351" 1 0.040771484375 351 351 8 351 11.6022263943231
"352" 2 0.0767822265625 352 352 8 352 13.0850145471792
"353" 1 0.053466796875 353 353 8 353 11.9325872875906
"354" 1 0.0943603515625 354 354 8 354 10.3049153778141
"355" 1 0.078125 355 355 8 355 11.1822496376842
"356" 1 0.17578125 356 356 8 356 8.25609750661021
"357" 1 0.06396484375 357 357 8 357 9.77034021445382
"358" 1 0.1766357421875 358 358 8 358 7.48376168597766
"359" 1 0.05419921875 359 359 8 359 11.8659705237872
"360" 1 0.0526123046875 360 360 8 360 11.3954941710888
"361" 1 0.0316162109375 361 361 8 361 12.4588179638985
"362" 1 0.1929931640625 362 362 8 362 9.10326759600887
"363" 1 0.1929931640625 363 363 8 363 7.79497666472005
"364" 1 0.06396484375 364 364 8 364 9.89394468995241
"365" 1 0.082275390625 365 365 8 365 11.1417060255401
"366" 1 0.0499267578125 366 366 8 366 11.7940216952877
"367" 1 0.1513671875 367 367 8 367 9.44313913776526
"368" 1 0.07177734375 368 368 8 368 12.6976009944764
"369" 1 0.0465087890625 369 369 8 369 10.1224977593743
"370" 1 0.026123046875 370 370 8 370 13.0437998731317
"371" 1 0.1026611328125 371 371 8 371 10.3033381405626
"372" 1 0.0570068359375 372 372 8 372 11.5575165261462
"373" 2 0.0367431640625 373 373 8 373 12.5300238709301
"374" 2 0.06201171875 374 374 8 374 15.1415402515236
"375" 2 0.041015625 375 375 8 375 13.6562911175727
"376" 2 0.058349609375 376 376 8 376 14.1695478981154
"377" 2 0.0391845703125 377 377 8 377 15.0392920082523
"378" 2 0.0390625 378 378 8 378 14.146107019769
"379" 2 0.0423583984375 379 379 8 379 14.5532949589023
"380" 2 0.1663818359375 380 380 8 380 11.7798138963969
"381" 2 0.1080322265625 381 381 8 381 11.8631517896665
"382" 2 0.166748046875 382 382 8 382 11.4496053213502
"383" 2 0.14990234375 383 383 8 383 10.7740924273376
"384" 2 0.040771484375 384 384 8 384 12.8140475301185
"385" 2 0.0460205078125 385 385 8 385 11.9204998035782
"386" 2 0.0391845703125 386 386 8 386 13.9025444423414
"387" 2 0.0572509765625 387 387 8 387 13.2507809214955
"388" 2 0.0614013671875 388 388 8 388 12.9684245795157
"389" 2 0.04052734375 389 389 8 389 13.2989265295769
"390" 2 0.0640869140625 390 390 8 390 14.1835342632896
"391" 2 0.052001953125 391 391 8 391 14.7138820499949
"392" 2 0.0859375 392 392 8 392 10.2252184602028
"393" 2 0.0347900390625 393 393 8 393 14.7870883857661
"394" 2 0.1080322265625 394 394 8 394 13.1396142804351
"395" 2 0.0721435546875 395 395 8 395 11.4046681213781
"396" 2 0.15966796875 396 396 8 396 9.81946371868975
"397" 1 0.048095703125 397 397 8 397 10.3024327386841
"398" 1 0.0736083984375 398 398 8 398 8.92992800003262
"399" 2 0.0714111328125 399 399 8 399 12.3113531623125
"400" 1 0.0606689453125 400 400 8 400 12.0652488058923
"401" 1 0.08001708984375 401 401 9 401 10.5666086512896
"402" 1 0.11053466796875 402 402 9 402 9.95497801285371
"403" 1 0.063140869140625 403 403 9 403 10.8911700469112
"404" 1 0.058990478515625 404 404 9 404 11.2325899297882
"405" 1 0.08416748046875 405 405 9 405 8.41760108429652
"406" 1 0.0521240234375 406 406 9 406 9.71486872272041
"407" 1 0.10174560546875 407 407 9 407 10.1781608569403
"408" 1 0.10400390625 408 408 9 408 10.5299937714425
"409" 1 0.11053466796875 409 409 9 409 9.10856246054101
"410" 1 0.0518798828125 410 410 9 410 12.0954653284131
"411" 1 0.06195068359375 411 411 9 411 10.751198438837
"412" 1 0.29248046875 412 412 9 412 6.62128730096214
"413" 1 0.045013427734375 413 413 9 413 10.7920316393356
"414" 1 0.207489013671875 414 414 9 414 8.07714180894898
"415" 1 0.09393310546875 415 415 9 415 11.6172443582368
"416" 1 0.080780029296875 416 416 9 416 11.1198317245763
"417" 1 0.088775634765625 417 417 9 417 10.5744463688426
"418" 1 0.054901123046875 418 418 9 418 12.2733758434988
"419" 1 0.11895751953125 419 419 9 419 11.0624654594744
"420" 1 0.220977783203125 420 420 9 420 6.18030140247166
"421" 2 0.04278564453125 421 421 9 421 13.9014190126151
"422" 1 0.04974365234375 422 422 9 422 10.766060765503
"423" 2 0.04254150390625 423 423 9 423 14.2577830268478
"424" 1 0.055572509765625 424 424 9 424 11.423571128187
"425" 2 0.0552978515625 425 425 9 425 14.0725360084549
"426" 2 0.077789306640625 426 426 9 426 13.2084181838643
"427" 2 0.07904052734375 427 427 9 427 12.1708211182414
"428" 2 0.050201416015625 428 428 9 428 14.3628571355901
"429" 2 0.192535400390625 429 429 9 429 10.24392672994
"430" 2 0.047637939453125 430 430 9 430 13.6058728614472
"431" 2 0.08538818359375 431 431 9 431 11.4219843073406
"432" 2 0.176025390625 432 432 9 432 9.57748092222685
"433" 2 0.0908203125 433 433 9 433 11.6641366907431
"434" 2 0.0882568359375 434 434 9 434 13.6448639216984
"435" 2 0.06146240234375 435 435 9 435 13.5231898261262
"436" 2 0.10888671875 436 436 9 436 12.0299504578363
"437" 2 0.203338623046875 437 437 9 437 12.034862350908
"438" 2 0.112701416015625 438 438 9 438 12.7279395821002
"439" 1 0.1317138671875 439 439 9 439 9.29054550974829
"440" 2 0.05889892578125 440 440 9 440 12.9287417303235
"441" 2 0.0462646484375 441 441 9 441 15.2808641439647
"442" 2 0.101715087890625 442 442 9 442 12.043206183549
"443" 2 0.10888671875 443 443 9 443 13.2459853994667
"444" 2 0.055267333984375 444 444 9 444 12.6301167736011
"445" 2 0.05303955078125 445 445 9 445 14.2660562221008
"446" 1 0.16546630859375 446 446 9 446 8.08578559946423
"447" 1 0.1678466796875 447 447 9 447 8.8498707514176
"448" 1 0.05389404296875 448 448 9 448 10.1670402292056
"449" 1 0.103790283203125 449 449 9 449 8.76108573604468
"450" 2 0.060699462890625 450 450 9 450 12.9280619714182
"451" 2 0.0595779418945312 451 451 10 451 11.6839928076867
"452" 1 0.0707626342773438 452 452 10 452 11.977098115593
"453" 1 0.07391357421875 453 453 10 453 10.1336655109259
"454" 1 0.113433837890625 454 454 10 454 11.7640302061082
"455" 1 0.0938339233398438 455 455 10 455 12.5565573021369
"456" 1 0.211318969726562 456 456 10 456 8.10487606761324
"457" 2 0.0849533081054688 457 457 10 457 11.7126302421691
"458" 1 0.113433837890625 458 458 10 458 8.2555007454633
"459" 1 0.0984878540039062 459 459 10 459 9.71844947759496
"460" 1 0.08428955078125 460 460 10 460 9.49083194883092
"461" 1 0.0580291748046875 461 461 10 461 11.5019387674605
"462" 1 0.062286376953125 462 462 10 462 11.9085213574151
"463" 1 0.0850753784179688 463 463 10 463 9.76912301474762
"464" 1 0.0887527465820312 464 464 10 464 11.2759933627146
"465" 1 0.0617141723632812 465 465 10 465 12.3959254566627
"466" 1 0.163444519042969 466 466 10 466 10.1673467645363
"467" 1 0.0585784912109375 467 467 10 467 10.8474615556807
"468" 1 0.156173706054688 468 468 10 468 8.40292048511989
"469" 1 0.0503158569335938 469 469 10 469 12.1140993353483
"470" 1 0.110389709472656 470 470 10 470 10.854368824701
"471" 2 0.0866928100585938 471 471 10 471 14.0062594494669
"472" 1 0.137527465820312 472 472 10 472 9.56988797817394
"473" 2 0.0772857666015625 473 473 10 473 13.3201596627113
"474" 2 0.0929946899414062 474 474 10 474 11.9868757156624
"475" 2 0.122123718261719 475 475 10 475 9.91165173062317
"476" 2 0.107498168945312 476 476 10 476 12.425617548005
"477" 2 0.06207275390625 477 477 10 477 11.456587191539
"478" 2 0.13720703125 478 478 10 478 13.5744579149333
"479" 2 0.0962753295898438 479 479 10 479 13.1861255530948
"480" 2 0.0527267456054688 480 480 10 480 14.3006447763857
"481" 2 0.104476928710938 481 481 10 481 11.4519600900174
"482" 2 0.0972671508789062 482 482 10 482 10.448640561606
"483" 2 0.0887527465820312 483 483 10 483 13.8001113641017
"484" 2 0.076568603515625 484 484 10 484 15.0276041524371
"485" 2 0.127777099609375 485 485 10 485 14.2815007939422
"486" 2 0.144142150878906 486 486 10 486 10.8526471821411
"487" 2 0.105003356933594 487 487 10 487 11.53906690218
"488" 2 0.0666580200195312 488 488 10 488 12.4465057898477
"489" 2 0.147392272949219 489 489 10 489 11.2626801206985
"490" 2 0.077056884765625 490 490 10 490 12.4919388398147
"491" 2 0.0611648559570312 491 491 10 491 14.4455114365943
"492" 2 0.145164489746094 492 492 10 492 13.2140602563219
"493" 2 0.116043090820312 493 493 10 493 13.0466958695561
"494" 2 0.0920791625976562 494 494 10 494 13.9126334780225
"495" 2 0.0990219116210938 495 495 10 495 11.9969316867825
"496" 1 0.109329223632812 496 496 10 496 9.9795570346952
"497" 1 0.069610595703125 497 497 10 497 11.3223834111075
"498" 2 0.134597778320312 498 498 10 498 11.3681206967493
"499" 1 0.0551376342773438 499 499 10 499 11.5503170133887
"500" 1 0.09234619140625 500 500 10 500 8.52664221115201
"501" 1 0.0939216613769531 501 501 11 501 11.4705706315321
"502" 1 0.0869827270507812 502 502 11 502 9.83814138785971
"503" 1 0.0686626434326172 503 503 11 503 11.1171869492309
"504" 1 0.0753040313720703 504 504 11 504 10.6879225360263
"505" 1 0.189235687255859 505 505 11 505 7.39298831704206
"506" 1 0.128158569335938 506 506 11 506 9.669018883905
"507" 1 0.139835357666016 507 507 11 507 9.83057795895524
"508" 1 0.0843219757080078 508 508 11 508 11.5532663295908
"509" 1 0.0719661712646484 509 509 11 509 11.4683247922247
"510" 1 0.0743885040283203 510 510 11 510 12.0195144519682
"511" 1 0.0849800109863281 511 511 11 511 12.6824926986877
"512" 1 0.101396560668945 512 512 11 512 10.1381766854969
"513" 1 0.0883312225341797 513 513 11 513 12.1909096166794
"514" 2 0.105649948120117 514 514 11 514 11.4385939665518
